text,category
Rs.1835.11 Dr. from A/C XXXXXXXX and Cr. to VI. Ref:269874773210. AvlBal:Rs13373.65.,Bills & Utilities
Rs.2411.46 Dr. from A/C XXXXXXXX and Cr. to INVESTMENT. Ref:557000258001. AvlBal:Rs44334.61.,Investment
Rs.4499.46 Dr. from A/C XXXXXXXX and Cr. to VIJAY SALES. Ref:595813561647. AvlBal:Rs22678.95.,Shopping
Rs.2784.25 Dr. from A/C XXXXXXXX and Cr. to TOLL PAYMENT. Ref:925121058686. AvlBal:Rs42622.22.,Transport
Rs.3695.85 Dr. from A/C XXXXXXXX and Cr. to ENTERTAINMENT. Ref:482851979897. AvlBal:Rs38359.87.,Entertainment
Rs.2112.98 Dr. from A/C XXXXXXXX and Cr. to CASH WITHDRAWAL. Ref:106039315230. AvlBal:Rs27296.0.,Other
Rs.1724.39 Dr. from A/C XXXXXXXX and Cr. to MISC. Ref:773892523901. AvlBal:Rs45548.15.,Other
Rs.4245.79 Dr. from A/C XXXXXXXX and Cr. to IKEA. Ref:922106928411. AvlBal:Rs17996.69.,Shopping
Rs.4116.58 Dr. from A/C XXXXXXXX and Cr. to FAMILY TRANSFER. Ref:286520553272. AvlBal:Rs14046.9.,Other
Rs.2568.18 Dr. from A/C XXXXXXXX and Cr. to APOLLO PHARMACY. Ref:404599170773. AvlBal:Rs13473.7.,Health
Rs.1492.48 Dr. from A/C XXXXXXXX and Cr. to COLLEGE FEES. Ref:769952395565. AvlBal:Rs3864.43.,Education
Rs.2075.13 Dr. from A/C XXXXXXXX and Cr. to GOVERNMENT HOSPITAL. Ref:618140281545. AvlBal:Rs24458.58.,Health
Rs.3138.08 Dr. from A/C XXXXXXXX and Cr. to REFUND. Ref:593578074268. AvlBal:Rs26766.59.,Other
Rs.2487.72 Dr. from A/C XXXXXXXX and Cr. to FIRSTCRY. Ref:551157554973. AvlBal:Rs14475.44.,Shopping
Rs.4647.59 Dr. from A/C XXXXXXXX and Cr. to VIJAY SALES. Ref:224525274994. AvlBal:Rs36447.71.,Shopping
Rs.1342.31 Dr. from A/C XXXXXXXX and Cr. to CLINIC VISIT. Ref:447158606501. AvlBal:Rs37521.88.,Health
Rs.1615.24 Dr. from A/C XXXXXXXX and Cr. to AMAZON. Ref:174501759008. AvlBal:Rs23239.64.,Shopping
Rs.4334.49 Dr. from A/C XXXXXXXX and Cr. to REVERSAL. Ref:923529417563. AvlBal:Rs29966.91.,Other
Rs.3088.86 Dr. from A/C XXXXXXXX and Cr. to FIRSTCRY. Ref:954878290545. AvlBal:Rs12821.55.,Shopping
Rs.1236.24 Dr. from A/C XXXXXXXX and Cr. to ANGEL ONE. Ref:674823819379. AvlBal:Rs20008.22.,Investment
Rs.3810.03 Dr. from A/C XXXXXXXX and Cr. to DOMINOS. Ref:369811344778. AvlBal:Rs33791.81.,Food & Dining
Rs.4517.32 Dr. from A/C XXXXXXXX and Cr. to EVENT BOOKING. Ref:856210314013. AvlBal:Rs44742.44.,Entertainment
Rs.2796.79 Dr. from A/C XXXXXXXX and Cr. to MEDPLUS. Ref:340751665628. AvlBal:Rs47511.53.,Health
Rs.3572.12 Dr. from A/C XXXXXXXX and Cr. to BLOOD TEST. Ref:251806811684. AvlBal:Rs46309.79.,Health
Rs.3168.37 Dr. from A/C XXXXXXXX and Cr. to UDEMY. Ref:381124048674. AvlBal:Rs13792.66.,Education
Rs.3548.19 Dr. from A/C XXXXXXXX and Cr. to UPGRAD. Ref:287277046082. AvlBal:Rs21504.38.,Education
Rs.307.73 Dr. from A/C XXXXXXXX and Cr. to GAS BILL. Ref:264535964554. AvlBal:Rs23168.52.,Bills & Utilities
Rs.1607.98 Dr. from A/C XXXXXXXX and Cr. to BEHROUZ BIRYANI. Ref:715785698711. AvlBal:Rs20169.7.,Food & Dining
Rs.2529.57 Dr. from A/C XXXXXXXX and Cr. to POS TRANSACTION. Ref:851060261870. AvlBal:Rs4680.18.,Other
Rs.1863.61 Dr. from A/C XXXXXXXX and Cr. to VIJAY SALES. Ref:379126682641. AvlBal:Rs6008.36.,Shopping
Rs.1716.91 Dr. from A/C XXXXXXXX and Cr. to MEDPLUS. Ref:325617512050. AvlBal:Rs3121.83.,Health
Rs.2284.02 Dr. from A/C XXXXXXXX and Cr. to HP PETROL. Ref:377324362722. AvlBal:Rs46043.55.,Transport
Rs.887.34 Dr. from A/C XXXXXXXX and Cr. to PVR CINEMAS. Ref:852471971090. AvlBal:Rs5466.51.,Entertainment
Rs.1758.09 Dr. from A/C XXXXXXXX and Cr. to UPGRAD. Ref:612119982608. AvlBal:Rs20558.92.,Education
Rs.1289.49 Dr. from A/C XXXXXXXX and Cr. to FRESHMENU. Ref:890755845219. AvlBal:Rs39442.65.,Food & Dining
Rs.1775.67 Dr. from A/C XXXXXXXX and Cr. to TRAVEL. Ref:308668545310. AvlBal:Rs22360.2.,Transport
Rs.1324.06 Dr. from A/C XXXXXXXX and Cr. to CAFE. Ref:265596742775. AvlBal:Rs45906.26.,Food & Dining
Rs.4323.32 Dr. from A/C XXXXXXXX and Cr. to KSEB. Ref:615518598320. AvlBal:Rs47990.97.,Bills & Utilities
Rs.676.55 Dr. from A/C XXXXXXXX and Cr. to EXAM FEES. Ref:212006305811. AvlBal:Rs29970.3.,Education
Rs.1085.65 Dr. from A/C XXXXXXXX and Cr. to SCALER. Ref:659299384680. AvlBal:Rs21287.57.,Education
Rs.898.27 Dr. from A/C XXXXXXXX and Cr. to INVESTMENT. Ref:462390587771. AvlBal:Rs22950.1.,Investment
Rs.3534.93 Dr. from A/C XXXXXXXX and Cr. to DIAGNOSTIC LAB. Ref:290077672218. AvlBal:Rs46878.87.,Health
Rs.2160.28 Dr. from A/C XXXXXXXX and Cr. to INOX. Ref:852661600694. AvlBal:Rs4606.32.,Entertainment
Rs.1638.13 Dr. from A/C XXXXXXXX and Cr. to IPO APPLICATION. Ref:767469400678. AvlBal:Rs19742.89.,Investment
Rs.2601.75 Dr. from A/C XXXXXXXX and Cr. to BURGER KING. Ref:269948551316. AvlBal:Rs49691.41.,Food & Dining
Rs.2214.38 Dr. from A/C XXXXXXXX and Cr. to MX PLAYER. Ref:579456359326. AvlBal:Rs44203.62.,Entertainment
Rs.3095.39 Dr. from A/C XXXXXXXX and Cr. to WATER BOARD. Ref:705935648394. AvlBal:Rs43544.66.,Bills & Utilities
Rs.3800.15 Dr. from A/C XXXXXXXX and Cr. to KSEB. Ref:902000329269. AvlBal:Rs31329.64.,Bills & Utilities
Rs.1178.9 Dr. from A/C XXXXXXXX and Cr. to DISH TV. Ref:920590985726. AvlBal:Rs37681.98.,Bills & Utilities
Rs.4915.48 Dr. from A/C XXXXXXXX and Cr. to HATHWAY. Ref:566634331527. AvlBal:Rs30397.8.,Bills & Utilities
Rs.1706.8 Dr. from A/C XXXXXXXX and Cr. to INOX. Ref:348231451666. AvlBal:Rs7713.34.,Entertainment
Rs.1792.71 Dr. from A/C XXXXXXXX and Cr. to DISH TV. Ref:915698006955. AvlBal:Rs16549.82.,Bills & Utilities
Rs.1502.65 Dr. from A/C XXXXXXXX and Cr. to RETAIL SHOP. Ref:419866044248. AvlBal:Rs41465.83.,Shopping
Rs.2234.38 Dr. from A/C XXXXXXXX and Cr. to COURSE FEE. Ref:913034001794. AvlBal:Rs10536.06.,Education
Rs.819.01 Dr. from A/C XXXXXXXX and Cr. to ELECTRICITY BILL. Ref:200049583678. AvlBal:Rs24215.43.,Bills & Utilities
Rs.3101.02 Dr. from A/C XXXXXXXX and Cr. to SUBWAY. Ref:565592799798. AvlBal:Rs4552.29.,Food & Dining
Rs.3086.16 Dr. from A/C XXXXXXXX and Cr. to BANK CHARGES. Ref:954216974472. AvlBal:Rs40024.47.,Other
Rs.579.07 Dr. from A/C XXXXXXXX and Cr. to RELIANCE TRENDS. Ref:599378225966. AvlBal:Rs27933.39.,Shopping
Rs.2313.98 Dr. from A/C XXXXXXXX and Cr. to NAYARA ENERGY. Ref:486973548659. AvlBal:Rs35798.35.,Transport
Rs.2486.25 Dr. from A/C XXXXXXXX and Cr. to KFC. Ref:407684483026. AvlBal:Rs28845.02.,Food & Dining
Rs.3668.1 Dr. from A/C XXXXXXXX and Cr. to ETMONEY. Ref:658643819232. AvlBal:Rs19240.64.,Investment
Rs.4720.81 Dr. from A/C XXXXXXXX and Cr. to SUBWAY. Ref:894564309757. AvlBal:Rs18293.79.,Food & Dining
Rs.3226.63 Dr. from A/C XXXXXXXX and Cr. to HOSPITAL PAYMENT. Ref:277489096131. AvlBal:Rs13922.09.,Health
Rs.171.09 Dr. from A/C XXXXXXXX and Cr. to APOLLO HOSPITALS. Ref:831489897034. AvlBal:Rs40344.21.,Health
Rs.654.16 Dr. from A/C XXXXXXXX and Cr. to STAR BAZAAR. Ref:675909583102. AvlBal:Rs27963.23.,Groceries
Rs.1510.43 Dr. from A/C XXXXXXXX and Cr. to CERTIFICATION FEE. Ref:972339110855. AvlBal:Rs27754.07.,Education
Rs.2451.53 Dr. from A/C XXXXXXXX and Cr. to BYJUS. Ref:189784757546. AvlBal:Rs4550.25.,Education
Rs.2700.36 Dr. from A/C XXXXXXXX and Cr. to COLLEGE FEES. Ref:223003779093. AvlBal:Rs33247.81.,Education
Rs.2034.03 Dr. from A/C XXXXXXXX and Cr. to DOMINOS. Ref:748568115069. AvlBal:Rs33786.95.,Food & Dining
Rs.3752.82 Dr. from A/C XXXXXXXX and Cr. to VIJAY SALES. Ref:526217280864. AvlBal:Rs13278.12.,Shopping
Rs.2004.71 Dr. from A/C XXXXXXXX and Cr. to BANK CHARGES. Ref:233444147444. AvlBal:Rs21241.94.,Other
Rs.574.52 Dr. from A/C XXXXXXXX and Cr. to EXAM FEES. Ref:344152733628. AvlBal:Rs6261.79.,Education
Rs.4699.96 Dr. from A/C XXXXXXXX and Cr. to RELIANCE FRESH. Ref:778408851873. AvlBal:Rs45623.26.,Groceries
Rs.3763.27 Dr. from A/C XXXXXXXX and Cr. to NILGIRIS. Ref:974510233310. AvlBal:Rs19525.72.,Groceries
Rs.1603.09 Dr. from A/C XXXXXXXX and Cr. to IRCTC. Ref:926055808522. AvlBal:Rs20082.04.,Transport
Rs.2040.76 Dr. from A/C XXXXXXXX and Cr. to DTH RECHARGE. Ref:408966693882. AvlBal:Rs683.13.,Bills & Utilities
Rs.2037.54 Dr. from A/C XXXXXXXX and Cr. to UDEMY. Ref:263329785548. AvlBal:Rs41939.22.,Education
Rs.3400.05 Dr. from A/C XXXXXXXX and Cr. to MX PLAYER. Ref:102765778184. AvlBal:Rs14119.74.,Entertainment
Rs.1036.72 Dr. from A/C XXXXXXXX and Cr. to LOCAL KIRANA STORE. Ref:474517396454. AvlBal:Rs38329.0.,Groceries
Rs.4664.96 Dr. from A/C XXXXXXXX and Cr. to VEDANTU. Ref:567669818684. AvlBal:Rs25543.83.,Education
Rs.2056.12 Dr. from A/C XXXXXXXX and Cr. to CHAI POINT. Ref:181525762152. AvlBal:Rs11999.3.,Food & Dining
Rs.2549.27 Dr. from A/C XXXXXXXX and Cr. to MEDPLUS. Ref:174331954070. AvlBal:Rs2781.23.,Health
Rs.3578.97 Dr. from A/C XXXXXXXX and Cr. to POS GROCERY. Ref:818925907219. AvlBal:Rs47286.9.,Groceries
Rs.1072.61 Dr. from A/C XXXXXXXX and Cr. to BHARAT PETROLEUM. Ref:613972575550. AvlBal:Rs48516.82.,Transport
Rs.3773.13 Dr. from A/C XXXXXXXX and Cr. to TRADING. Ref:284654428272. AvlBal:Rs11215.01.,Investment
Rs.1960.29 Dr. from A/C XXXXXXXX and Cr. to TOLL PAYMENT. Ref:285001201280. AvlBal:Rs22478.53.,Transport
Rs.2060.03 Dr. from A/C XXXXXXXX and Cr. to UPGRAD. Ref:498543020361. AvlBal:Rs2945.55.,Education
Rs.2662.11 Dr. from A/C XXXXXXXX and Cr. to MANIPAL HOSPITALS. Ref:754521843051. AvlBal:Rs48050.76.,Health
Rs.1139.48 Dr. from A/C XXXXXXXX and Cr. to TNEB. Ref:530925858925. AvlBal:Rs23346.6.,Bills & Utilities
Rs.343.81 Dr. from A/C XXXXXXXX and Cr. to TOPPR. Ref:235867615120. AvlBal:Rs38733.39.,Education
Rs.524.76 Dr. from A/C XXXXXXXX and Cr. to ANGEL ONE. Ref:929247729453. AvlBal:Rs5758.34.,Investment
Rs.3691.28 Dr. from A/C XXXXXXXX and Cr. to RELIANCE TRENDS. Ref:583470534669. AvlBal:Rs151.37.,Shopping
Rs.3522.23 Dr. from A/C XXXXXXXX and Cr. to RELIANCE DIGITAL. Ref:873093239149. AvlBal:Rs18620.64.,Shopping
Rs.244.81 Dr. from A/C XXXXXXXX and Cr. to MCDONALDS. Ref:456461228492. AvlBal:Rs42601.3.,Food & Dining
Rs.1831.26 Dr. from A/C XXXXXXXX and Cr. to UPSTOX. Ref:778666725117. AvlBal:Rs26176.97.,Investment
Rs.1773.31 Dr. from A/C XXXXXXXX and Cr. to DMART. Ref:597588376518. AvlBal:Rs9334.13.,Groceries
Rs.463.63 Dr. from A/C XXXXXXXX and Cr. to ZEE5. Ref:909391424141. AvlBal:Rs45796.22.,Entertainment
Rs.2399.0 Dr. from A/C XXXXXXXX and Cr. to MCDONALDS. Ref:234510522708. AvlBal:Rs27476.48.,Food & Dining
Rs.4442.18 Dr. from A/C XXXXXXXX and Cr. to SUN NXT. Ref:191288486233. AvlBal:Rs11055.25.,Entertainment
Rs.3857.49 Dr. from A/C XXXXXXXX and Cr. to UNACADEMY. Ref:758460057096. AvlBal:Rs19576.94.,Education
Rs.3453.61 Dr. from A/C XXXXXXXX and Cr. to MORE SUPERMARKET. Ref:281264437622. AvlBal:Rs40141.64.,Groceries
Rs.978.01 Dr. from A/C XXXXXXXX and Cr. to CROMA. Ref:258456823422. AvlBal:Rs31731.37.,Shopping
Rs.3790.27 Dr. from A/C XXXXXXXX and Cr. to GAANA. Ref:489784413945. AvlBal:Rs48106.09.,Entertainment
Rs.1465.12 Dr. from A/C XXXXXXXX and Cr. to SELF TRANSFER. Ref:215979081109. AvlBal:Rs28568.21.,Other
Rs.2061.77 Dr. from A/C XXXXXXXX and Cr. to UPI TRANSFER. Ref:483496989851. AvlBal:Rs35774.25.,Other
Rs.2393.99 Dr. from A/C XXXXXXXX and Cr. to AIRTEL. Ref:473240245035. AvlBal:Rs22666.7.,Bills & Utilities
Rs.2785.88 Dr. from A/C XXXXXXXX and Cr. to SWIGGY INSTAMART. Ref:223777414364. AvlBal:Rs35560.39.,Food & Dining
Rs.367.39 Dr. from A/C XXXXXXXX and Cr. to AMAZON PRIME VIDEO. Ref:582540055613. AvlBal:Rs44705.36.,Entertainment
Rs.2057.53 Dr. from A/C XXXXXXXX and Cr. to TNEB. Ref:607815182191. AvlBal:Rs33860.3.,Bills & Utilities
Rs.4274.87 Dr. from A/C XXXXXXXX and Cr. to SELF TRANSFER. Ref:386102682842. AvlBal:Rs11496.73.,Other
Rs.3174.36 Dr. from A/C XXXXXXXX and Cr. to SPAR. Ref:567657360990. AvlBal:Rs28600.04.,Groceries
Rs.2088.82 Dr. from A/C XXXXXXXX and Cr. to BIGBASKET DAILY. Ref:226937555599. AvlBal:Rs18143.75.,Groceries
Rs.1448.32 Dr. from A/C XXXXXXXX and Cr. to ACT FIBERNET. Ref:671950454133. AvlBal:Rs20284.08.,Bills & Utilities
Rs.3618.7 Dr. from A/C XXXXXXXX and Cr. to 1MG. Ref:986930711156. AvlBal:Rs9002.26.,Health
Rs.2951.06 Dr. from A/C XXXXXXXX and Cr. to FAMILY TRANSFER. Ref:837886491781. AvlBal:Rs41603.77.,Other
Rs.2979.98 Dr. from A/C XXXXXXXX and Cr. to TOLL PAYMENT. Ref:273475480976. AvlBal:Rs10480.41.,Transport
Rs.861.79 Dr. from A/C XXXXXXXX and Cr. to ONLINE SHOPPING. Ref:149406646419. AvlBal:Rs36924.15.,Shopping
Rs.3909.28 Dr. from A/C XXXXXXXX and Cr. to CAFE. Ref:776157251296. AvlBal:Rs20921.36.,Food & Dining
Rs.4699.05 Dr. from A/C XXXXXXXX and Cr. to HP PETROL. Ref:382715921254. AvlBal:Rs35663.26.,Transport
Rs.551.15 Dr. from A/C XXXXXXXX and Cr. to SIP PAYMENT. Ref:218647464241. AvlBal:Rs28804.28.,Investment
Rs.2745.69 Dr. from A/C XXXXXXXX and Cr. to SIP PAYMENT. Ref:960773493410. AvlBal:Rs7720.65.,Investment
Rs.26.71 Dr. from A/C XXXXXXXX and Cr. to APOLLO PHARMACY. Ref:585344093360. AvlBal:Rs44696.96.,Health
Rs.3392.08 Dr. from A/C XXXXXXXX and Cr. to SPAR. Ref:336463102266. AvlBal:Rs24565.28.,Groceries
Rs.4610.12 Dr. from A/C XXXXXXXX and Cr. to RELIANCE DIGITAL. Ref:286991926920. AvlBal:Rs6383.99.,Shopping
Rs.1708.97 Dr. from A/C XXXXXXXX and Cr. to UNKNOWN MERCHANT. Ref:866124318990. AvlBal:Rs34955.63.,Other
Rs.1782.19 Dr. from A/C XXXXXXXX and Cr. to VOGO. Ref:628372426618. AvlBal:Rs38157.76.,Transport
Rs.2563.49 Dr. from A/C XXXXXXXX and Cr. to MEDICAL STORE. Ref:137790753584. AvlBal:Rs39023.77.,Health
Rs.3264.74 Dr. from A/C XXXXXXXX and Cr. to NAYARA ENERGY. Ref:167908291861. AvlBal:Rs11498.97.,Transport
Rs.1469.32 Dr. from A/C XXXXXXXX and Cr. to ZOMATO. Ref:785621192407. AvlBal:Rs45659.97.,Food & Dining
Rs.2050.83 Dr. from A/C XXXXXXXX and Cr. to INDIAN RAILWAYS. Ref:836798697537. AvlBal:Rs3214.72.,Transport
Rs.4851.68 Dr. from A/C XXXXXXXX and Cr. to APOLLO HOSPITALS. Ref:757912562958. AvlBal:Rs34475.54.,Health
Rs.3030.24 Dr. from A/C XXXXXXXX and Cr. to COLLEGE FEES. Ref:574104258496. AvlBal:Rs26404.67.,Education
Rs.3590.91 Dr. from A/C XXXXXXXX and Cr. to BLOOD TEST. Ref:235936323225. AvlBal:Rs42520.19.,Health
Rs.1935.13 Dr. from A/C XXXXXXXX and Cr. to ZUDIO. Ref:720744078826. AvlBal:Rs23227.65.,Shopping
Rs.1797.08 Dr. from A/C XXXXXXXX and Cr. to CHAI POINT. Ref:611086900338. AvlBal:Rs28562.74.,Food & Dining
Rs.3215.34 Dr. from A/C XXXXXXXX and Cr. to NETFLIX. Ref:825790460478. AvlBal:Rs41105.1.,Entertainment
Rs.4965.5 Dr. from A/C XXXXXXXX and Cr. to TOLL PLAZA. Ref:529746390096. AvlBal:Rs37061.33.,Transport
Rs.3992.17 Dr. from A/C XXXXXXXX and Cr. to BURGER KING. Ref:228137476825. AvlBal:Rs27385.91.,Food & Dining
Rs.2635.29 Dr. from A/C XXXXXXXX and Cr. to MEESHO. Ref:784987234508. AvlBal:Rs35623.23.,Shopping
Rs.2652.59 Dr. from A/C XXXXXXXX and Cr. to ANGEL ONE. Ref:278757413187. AvlBal:Rs3362.42.,Investment
Rs.891.62 Dr. from A/C XXXXXXXX and Cr. to LPG. Ref:499221270782. AvlBal:Rs13472.0.,Bills & Utilities
Rs.2556.19 Dr. from A/C XXXXXXXX and Cr. to JIOMART. Ref:948962779580. AvlBal:Rs4909.08.,Groceries
Rs.960.37 Dr. from A/C XXXXXXXX and Cr. to TOPPR. Ref:288486639452. AvlBal:Rs47892.95.,Education
Rs.4783.0 Dr. from A/C XXXXXXXX and Cr. to COIN BY ZERODHA. Ref:198896481996. AvlBal:Rs29383.68.,Investment
Rs.1796.97 Dr. from A/C XXXXXXXX and Cr. to AMAZON PRIME VIDEO. Ref:342422753802. AvlBal:Rs18817.46.,Entertainment
Rs.2264.31 Dr. from A/C XXXXXXXX and Cr. to PIZZA HUT. Ref:588873124667. AvlBal:Rs49989.52.,Food & Dining
Rs.269.78 Dr. from A/C XXXXXXXX and Cr. to CERTIFICATION FEE. Ref:710269388717. AvlBal:Rs19851.67.,Education
Rs.2136.89 Dr. from A/C XXXXXXXX and Cr. to INDIAN OIL. Ref:635507252121. AvlBal:Rs31829.57.,Transport
Rs.3133.89 Dr. from A/C XXXXXXXX and Cr. to BYJUS. Ref:168902514085. AvlBal:Rs32703.37.,Education
Rs.2355.44 Dr. from A/C XXXXXXXX and Cr. to PPF DEPOSIT. Ref:242359198889. AvlBal:Rs45692.94.,Investment
Rs.1310.65 Dr. from A/C XXXXXXXX and Cr. to PAYMENT. Ref:995279685457. AvlBal:Rs20499.09.,Other
Rs.1236.03 Dr. from A/C XXXXXXXX and Cr. to HEALTHCARE. Ref:964752524999. AvlBal:Rs21057.65.,Health
Rs.3211.89 Dr. from A/C XXXXXXXX and Cr. to PPF DEPOSIT. Ref:404607712073. AvlBal:Rs26866.76.,Investment
Rs.3794.0 Dr. from A/C XXXXXXXX and Cr. to SIP PAYMENT. Ref:830949993066. AvlBal:Rs23717.54.,Investment
Rs.810.71 Dr. from A/C XXXXXXXX and Cr. to MCDONALDS. Ref:754103849216. AvlBal:Rs44862.27.,Food & Dining
Rs.3969.72 Dr. from A/C XXXXXXXX and Cr. to SHELL. Ref:636409033360. AvlBal:Rs37758.12.,Transport
Rs.1396.46 Dr. from A/C XXXXXXXX and Cr. to SPAR. Ref:833193215422. AvlBal:Rs8550.3.,Groceries
Rs.2173.14 Dr. from A/C XXXXXXXX and Cr. to BEHROUZ BIRYANI. Ref:332595840910. AvlBal:Rs4373.48.,Food & Dining
Rs.510.71 Dr. from A/C XXXXXXXX and Cr. to CLINIC VISIT. Ref:657324548273. AvlBal:Rs3143.33.,Health
Rs.1200.89 Dr. from A/C XXXXXXXX and Cr. to ENTERTAINMENT. Ref:176450098000. AvlBal:Rs20911.46.,Entertainment
Rs.1709.02 Dr. from A/C XXXXXXXX and Cr. to SPOTIFY. Ref:849529845498. AvlBal:Rs12823.96.,Entertainment
Rs.2184.73 Dr. from A/C XXXXXXXX and Cr. to LAB TEST. Ref:552521869428. AvlBal:Rs39145.05.,Health
Rs.4823.09 Dr. from A/C XXXXXXXX and Cr. to ECOM PURCHASE. Ref:259587318793. AvlBal:Rs16103.36.,Shopping
Rs.2697.04 Dr. from A/C XXXXXXXX and Cr. to STOCK SELL. Ref:909859150347. AvlBal:Rs40199.66.,Investment
Rs.4409.87 Dr. from A/C XXXXXXXX and Cr. to IPO APPLICATION. Ref:134442408867. AvlBal:Rs4681.66.,Investment
Rs.239.07 Dr. from A/C XXXXXXXX and Cr. to TOPPR. Ref:201401514474. AvlBal:Rs3488.91.,Education
Rs.496.65 Dr. from A/C XXXXXXXX and Cr. to POS TRANSPORT. Ref:618500534111. AvlBal:Rs20727.14.,Transport
Rs.3314.48 Dr. from A/C XXXXXXXX and Cr. to ZOMATO. Ref:902025408720. AvlBal:Rs16941.89.,Food & Dining
Rs.293.0 Dr. from A/C XXXXXXXX and Cr. to SCALER. Ref:627787651525. AvlBal:Rs8475.53.,Education
Rs.1117.24 Dr. from A/C XXXXXXXX and Cr. to GREAT LEARNING. Ref:778322129029. AvlBal:Rs3105.12.,Education
Rs.4643.61 Dr. from A/C XXXXXXXX and Cr. to BIGBASKET. Ref:772656587813. AvlBal:Rs37958.09.,Groceries
Rs.477.8 Dr. from A/C XXXXXXXX and Cr. to VI. Ref:360482860999. AvlBal:Rs1795.99.,Bills & Utilities
Rs.1719.73 Dr. from A/C XXXXXXXX and Cr. to ONLINE SHOPPING. Ref:284010077637. AvlBal:Rs11079.1.,Shopping
Rs.3343.22 Dr. from A/C XXXXXXXX and Cr. to AIRTEL. Ref:383692957180. AvlBal:Rs5256.83.,Bills & Utilities
Rs.605.09 Dr. from A/C XXXXXXXX and Cr. to FAASOS. Ref:825529150524. AvlBal:Rs36446.13.,Food & Dining
Rs.3422.22 Dr. from A/C XXXXXXXX and Cr. to POS SHOP. Ref:779335344643. AvlBal:Rs6391.82.,Shopping
Rs.1487.76 Dr. from A/C XXXXXXXX and Cr. to AJIO. Ref:619137380650. AvlBal:Rs3938.57.,Shopping
Rs.3537.47 Dr. from A/C XXXXXXXX and Cr. to FOOD ORDER. Ref:492338873522. AvlBal:Rs48953.93.,Food & Dining
Rs.3387.8 Dr. from A/C XXXXXXXX and Cr. to INDANE. Ref:756893238485. AvlBal:Rs28043.6.,Bills & Utilities
Rs.4098.65 Dr. from A/C XXXXXXXX and Cr. to LOCAL STORE. Ref:403617475964. AvlBal:Rs24773.97.,Groceries
Rs.2806.09 Dr. from A/C XXXXXXXX and Cr. to TOLL PAYMENT. Ref:105756773919. AvlBal:Rs42131.73.,Transport
Rs.2503.13 Dr. from A/C XXXXXXXX and Cr. to JIOMART. Ref:574711092350. AvlBal:Rs28985.3.,Groceries
Rs.3878.57 Dr. from A/C XXXXXXXX and Cr. to RELIANCE SMART. Ref:182575796760. AvlBal:Rs14747.6.,Groceries
Rs.4304.01 Dr. from A/C XXXXXXXX and Cr. to TATA PLAY. Ref:261409811984. AvlBal:Rs41485.49.,Bills & Utilities
Rs.605.66 Dr. from A/C XXXXXXXX and Cr. to GROCERY STORE. Ref:533503761155. AvlBal:Rs35820.87.,Groceries
Rs.896.66 Dr. from A/C XXXXXXXX and Cr. to INDANE. Ref:404874435548. AvlBal:Rs9260.17.,Bills & Utilities
Rs.4065.42 Dr. from A/C XXXXXXXX and Cr. to ONLINE TRANSFER. Ref:776782523768. AvlBal:Rs12797.44.,Other
Rs.4657.87 Dr. from A/C XXXXXXXX and Cr. to STOCK SELL. Ref:797333132676. AvlBal:Rs33268.77.,Investment
Rs.2241.61 Dr. from A/C XXXXXXXX and Cr. to VI. Ref:625571710285. AvlBal:Rs32742.19.,Bills & Utilities
Rs.2018.76 Dr. from A/C XXXXXXXX and Cr. to IKEA. Ref:572059627368. AvlBal:Rs16543.32.,Shopping
Rs.4733.5 Dr. from A/C XXXXXXXX and Cr. to YULU. Ref:170185704690. AvlBal:Rs6792.02.,Transport
Rs.4816.08 Dr. from A/C XXXXXXXX and Cr. to YULU. Ref:552869161791. AvlBal:Rs33666.36.,Transport
Rs.4179.4 Dr. from A/C XXXXXXXX and Cr. to TOLL PAYMENT. Ref:376948132689. AvlBal:Rs11718.34.,Transport
Rs.868.97 Dr. from A/C XXXXXXXX and Cr. to HOSPITAL PAYMENT. Ref:359455356792. AvlBal:Rs27942.28.,Health
Rs.3910.18 Dr. from A/C XXXXXXXX and Cr. to NILGIRIS. Ref:461210207935. AvlBal:Rs3783.61.,Groceries
Rs.1513.4 Dr. from A/C XXXXXXXX and Cr. to LOCAL STORE. Ref:335829543634. AvlBal:Rs42533.78.,Groceries
Rs.4363.55 Dr. from A/C XXXXXXXX and Cr. to SUBSCRIPTION. Ref:834133706481. AvlBal:Rs34071.9.,Entertainment
Rs.988.1 Dr. from A/C XXXXXXXX and Cr. to PVR CINEMAS. Ref:653715130985. AvlBal:Rs32704.52.,Entertainment
Rs.4393.95 Dr. from A/C XXXXXXXX and Cr. to DOMINOS. Ref:997014103552. AvlBal:Rs9374.02.,Food & Dining
Rs.2366.94 Dr. from A/C XXXXXXXX and Cr. to UPI TRANSFER. Ref:895194757894. AvlBal:Rs10839.32.,Other
Rs.3360.85 Dr. from A/C XXXXXXXX and Cr. to BOUNCE. Ref:238224004221. AvlBal:Rs48077.12.,Transport
Rs.4676.36 Dr. from A/C XXXXXXXX and Cr. to LOCAL KIRANA STORE. Ref:968531258419. AvlBal:Rs27552.71.,Groceries
Rs.4898.51 Dr. from A/C XXXXXXXX and Cr. to STOCK BUY. Ref:288734817579. AvlBal:Rs47099.7.,Investment
Rs.4462.83 Dr. from A/C XXXXXXXX and Cr. to SUBWAY. Ref:633456719229. AvlBal:Rs10315.38.,Food & Dining
